destination_id,destination_name,main_category,sub_category,district_location,estimated_ticket_price,price_level,destination_rating,visit_duration_hours,accessibility_level,suitable_for,activity_tags,public_facilities,destination_description,destination_profile_text,deskripsi_destinasi_model,item_profile_model,jumlah_interaksi_train,jumlah_relevan_train,popularitas_norm
D0011,Pantai Pulau Merah,Pantai,pantai,Genteng,75000,Sedang,4.2,1.0,Mudah,Solo,"pantai, laut, sunset, snorkeling, pasir","area parkir, toilet, gazebo, spot foto, warung","Pantai Pulau Merah adalah destinasi Pantai di Kecamatan Genteng dengan subkategori pantai. Destinasi ini cocok untuk perjalanan solo, menawarkan aktivitas pantai, laut, sunset, snorkeling, estimasi tiket Rp75.000, durasi kunjungan sekitar 1 jam, aksesibilitas mudah, dan rating 4.2/5.",Pantai Pulau Merah Pantai pantai pantai laut sunset snorkeling pasir area parkir toilet gazebo spot foto warung harga_sedang akses_mudah durasi_1_jam cocok_solo,"Pantai Pulau Merah adalah destinasi Pantai di Kecamatan Genteng dengan subkategori pantai. Destinasi ini cocok untuk perjalanan solo, menawarkan aktivitas pantai, laut, sunset, snorkeling, estimasi tiket Rp75.000, durasi kunjungan sekitar 1 jam, aksesibilitas mudah, dan rating 4.2/5.","pantai pulau merah pantai pantai pantai, laut, sunset, snorkeling, pasir area parkir, toilet, gazebo, spot foto, warung pantai pulau merah adalah destinasi pantai di kecamatan genteng dengan subkategori pantai. destinasi ini cocok untuk perjalanan solo, menawarkan aktivitas pantai, laut, sunset, snorkeling, estimasi tiket rp75.000, durasi kunjungan sekitar 1 jam, aksesibilitas mudah, dan rating 4.2/5. harga_sedang akses_mudah durasi_1_jam cocok_solo",284,70,0.8443520825425576
D0012,Pantai Plengkung G-Land,Pantai,marina,Glenmore,15000,Rendah,4.3,1.5,Sedang,Keluarga,"pantai, laut, sunset, snorkeling, pasir","area parkir, toilet, gazebo, spot foto, warung","Pantai Plengkung G-Land adalah destinasi Pantai di Kecamatan Glenmore dengan subkategori marina. Destinasi ini cocok untuk perjalanan keluarga, menawarkan aktivitas pantai, laut, sunset, snorkeling, estimasi tiket Rp15.000, durasi kunjungan sekitar 1.5 jam, aksesibilitas sedang, dan rating 4.3/5.",Pantai Plengkung G-Land Pantai marina pantai laut sunset snorkeling pasir area parkir toilet gazebo spot foto warung harga_rendah akses_sedang durasi_1.5_jam cocok_keluarga,"Pantai Plengkung G-Land adalah destinasi Pantai di Kecamatan Glenmore dengan subkategori marina. Destinasi ini cocok untuk perjalanan keluarga, menawarkan aktivitas pantai, laut, sunset, snorkeling, estimasi tiket Rp15.000, durasi kunjungan sekitar 1.5 jam, aksesibilitas sedang, dan rating 4.3/5.","pantai plengkung g-land pantai marina pantai, laut, sunset, snorkeling, pasir area parkir, toilet, gazebo, spot foto, warung pantai plengkung g-land adalah destinasi pantai di kecamatan glenmore dengan subkategori marina. destinasi ini cocok untuk perjalanan keluarga, menawarkan aktivitas pantai, laut, sunset, snorkeling, estimasi tiket rp15.000, durasi kunjungan sekitar 1.5 jam, aksesibilitas sedang, dan rating 4.3/5. harga_rendah akses_sedang durasi_1_jam cocok_keluarga",298,114,0.8852907491140345
D0013,Pantai Boom Marina,Pantai,surfing,Muncar,50000,Sedang,4.2,4.0,Mudah,Solo,"pantai, laut, sunset, snorkeling, pasir","area parkir, toilet, gazebo, spot foto, warung","Pantai Boom Marina adalah destinasi Pantai di Kecamatan Muncar dengan subkategori surfing. Destinasi ini cocok untuk perjalanan solo, menawarkan aktivitas pantai, laut, sunset, snorkeling, estimasi tiket Rp50.000, durasi kunjungan sekitar 4 jam, aksesibilitas mudah, dan rating 4.2/5.",Pantai Boom Marina Pantai surfing pantai laut sunset snorkeling pasir area parkir toilet gazebo spot foto warung harga_sedang akses_mudah durasi_4_jam cocok_solo,"Pantai Boom Marina adalah destinasi Pantai di Kecamatan Muncar dengan subkategori surfing. Destinasi ini cocok untuk perjalanan solo, menawarkan aktivitas pantai, laut, sunset, snorkeling, estimasi tiket Rp50.000, durasi kunjungan sekitar 4 jam, aksesibilitas mudah, dan rating 4.2/5.","pantai boom marina pantai surfing pantai, laut, sunset, snorkeling, pasir area parkir, toilet, gazebo, spot foto, warung pantai boom marina adalah destinasi pantai di kecamatan muncar dengan subkategori surfing. destinasi ini cocok untuk perjalanan solo, menawarkan aktivitas pantai, laut, sunset, snorkeling, estimasi tiket rp50.000, durasi kunjungan sekitar 4 jam, aksesibilitas mudah, dan rating 4.2/5. harga_sedang akses_mudah durasi_4_jam cocok_solo",241,138,0.704728202200023
D0014,Pantai Wedi Ireng,Pantai,snorkeling,Genteng,20000,Rendah,4.9,4.0,Sedang,Teman,"pantai, laut, sunset, snorkeling, pasir","area parkir, toilet, gazebo, spot foto, warung","Pantai Wedi Ireng adalah destinasi Pantai di Kecamatan Genteng dengan subkategori snorkeling. Destinasi ini cocok untuk perjalanan teman, menawarkan aktivitas pantai, laut, sunset, snorkeling, estimasi tiket Rp20.000, durasi kunjungan sekitar 4 jam, aksesibilitas sedang, dan rating 4.9/5.",Pantai Wedi Ireng Pantai snorkeling pantai laut sunset snorkeling pasir area parkir toilet gazebo spot foto warung harga_rendah akses_sedang durasi_4_jam cocok_teman,"Pantai Wedi Ireng adalah destinasi Pantai di Kecamatan Genteng dengan subkategori snorkeling. Destinasi ini cocok untuk perjalanan teman, menawarkan aktivitas pantai, laut, sunset, snorkeling, estimasi tiket Rp20.000, durasi kunjungan sekitar 4 jam, aksesibilitas sedang, dan rating 4.9/5.","pantai wedi ireng pantai snorkeling pantai, laut, sunset, snorkeling, pasir area parkir, toilet, gazebo, spot foto, warung pantai wedi ireng adalah destinasi pantai di kecamatan genteng dengan subkategori snorkeling. destinasi ini cocok untuk perjalanan teman, menawarkan aktivitas pantai, laut, sunset, snorkeling, estimasi tiket rp20.000, durasi kunjungan sekitar 4 jam, aksesibilitas sedang, dan rating 4.9/5. harga_rendah akses_sedang durasi_4_jam cocok_teman",278,191,0.8261875669719994
D0015,Pantai Teluk Hijau,Pantai,konservasi,Genteng,75000,Sedang,4.7,1.0,Mudah,Keluarga,"pantai, laut, sunset, snorkeling, pasir","area parkir, toilet, gazebo, spot foto, warung","Pantai Teluk Hijau adalah destinasi Pantai di Kecamatan Genteng dengan subkategori konservasi. Destinasi ini cocok untuk perjalanan keluarga, menawarkan aktivitas pantai, laut, sunset, snorkeling, estimasi tiket Rp75.000, durasi kunjungan sekitar 1 jam, aksesibilitas mudah, dan rating 4.7/5.",Pantai Teluk Hijau Pantai konservasi pantai laut sunset snorkeling pasir area parkir toilet gazebo spot foto warung harga_sedang akses_mudah durasi_1_jam cocok_keluarga,"Pantai Teluk Hijau adalah destinasi Pantai di Kecamatan Genteng dengan subkategori konservasi. Destinasi ini cocok untuk perjalanan keluarga, menawarkan aktivitas pantai, laut, sunset, snorkeling, estimasi tiket Rp75.000, durasi kunjungan sekitar 1 jam, aksesibilitas mudah, dan rating 4.7/5.","pantai teluk hijau pantai konservasi pantai, laut, sunset, snorkeling, pasir area parkir, toilet, gazebo, spot foto, warung pantai teluk hijau adalah destinasi pantai di kecamatan genteng dengan subkategori konservasi. destinasi ini cocok untuk perjalanan keluarga, menawarkan aktivitas pantai, laut, sunset, snorkeling, estimasi tiket rp75.000, durasi kunjungan sekitar 1 jam, aksesibilitas mudah, dan rating 4.7/5. harga_sedang akses_mudah durasi_1_jam cocok_keluarga",229,87,0.6613103701741553
D0016,Pantai Sukamade,Pantai,pantai,Genteng,25000,Rendah,4.2,1.5,Sulit,Komunitas,"pantai, laut, sunset, snorkeling, pasir","area parkir, toilet, gazebo, spot foto, warung","Pantai Sukamade adalah destinasi Pantai di Kecamatan Genteng dengan subkategori pantai. Destinasi ini cocok untuk perjalanan komunitas, menawarkan aktivitas pantai, laut, sunset, snorkeling, estimasi tiket Rp25.000, durasi kunjungan sekitar 1.5 jam, aksesibilitas sulit, dan rating 4.2/5.",Pantai Sukamade Pantai pantai pantai laut sunset snorkeling pasir area parkir toilet gazebo spot foto warung harga_rendah akses_sulit durasi_1.5_jam cocok_komunitas,"Pantai Sukamade adalah destinasi Pantai di Kecamatan Genteng dengan subkategori pantai. Destinasi ini cocok untuk perjalanan komunitas, menawarkan aktivitas pantai, laut, sunset, snorkeling, estimasi tiket Rp25.000, durasi kunjungan sekitar 1.5 jam, aksesibilitas sulit, dan rating 4.2/5.","pantai sukamade pantai pantai pantai, laut, sunset, snorkeling, pasir area parkir, toilet, gazebo, spot foto, warung pantai sukamade adalah destinasi pantai di kecamatan genteng dengan subkategori pantai. destinasi ini cocok untuk perjalanan komunitas, menawarkan aktivitas pantai, laut, sunset, snorkeling, estimasi tiket rp25.000, durasi kunjungan sekitar 1.5 jam, aksesibilitas sulit, dan rating 4.2/5. harga_rendah akses_sulit durasi_1_jam cocok_komunitas",295,78,0.8766819364222528
D0017,Pantai Rajegwesi,Pantai,marina,Kalipuro,15000,Rendah,4.6,2.5,Sulit,Solo,"pantai, laut, sunset, snorkeling, pasir","area parkir, toilet, gazebo, spot foto, warung","Pantai Rajegwesi adalah destinasi Pantai di Kecamatan Kalipuro dengan subkategori marina. Destinasi ini cocok untuk perjalanan solo, menawarkan aktivitas pantai, laut, sunset, snorkeling, estimasi tiket Rp15.000, durasi kunjungan sekitar 2.5 jam, aksesibilitas sulit, dan rating 4.6/5.",Pantai Rajegwesi Pantai marina pantai laut sunset snorkeling pasir area parkir toilet gazebo spot foto warung harga_rendah akses_sulit durasi_2.5_jam cocok_solo,"Pantai Rajegwesi adalah destinasi Pantai di Kecamatan Kalipuro dengan subkategori marina. Destinasi ini cocok untuk perjalanan solo, menawarkan aktivitas pantai, laut, sunset, snorkeling, estimasi tiket Rp15.000, durasi kunjungan sekitar 2.5 jam, aksesibilitas sulit, dan rating 4.6/5.","pantai rajegwesi pantai marina pantai, laut, sunset, snorkeling, pasir area parkir, toilet, gazebo, spot foto, warung pantai rajegwesi adalah destinasi pantai di kecamatan kalipuro dengan subkategori marina. destinasi ini cocok untuk perjalanan solo, menawarkan aktivitas pantai, laut, sunset, snorkeling, estimasi tiket rp15.000, durasi kunjungan sekitar 2.5 jam, aksesibilitas sulit, dan rating 4.6/5. harga_rendah akses_sulit durasi_2_jam cocok_solo",168,114,0.39821658960093437
D0018,Pantai Cacalan,Pantai,surfing,Glenmore,20000,Rendah,4.1,4.0,Sedang,Pasangan,"pantai, laut, sunset, snorkeling, pasir","area parkir, toilet, gazebo, spot foto, warung","Pantai Cacalan adalah destinasi Pantai di Kecamatan Glenmore dengan subkategori surfing. Destinasi ini cocok untuk perjalanan pasangan, menawarkan aktivitas pantai, laut, sunset, snorkeling, estimasi tiket Rp20.000, durasi kunjungan sekitar 4 jam, aksesibilitas sedang, dan rating 4.1/5.",Pantai Cacalan Pantai surfing pantai laut sunset snorkeling pasir area parkir toilet gazebo spot foto warung harga_rendah akses_sedang durasi_4_jam cocok_pasangan,"Pantai Cacalan adalah destinasi Pantai di Kecamatan Glenmore dengan subkategori surfing. Destinasi ini cocok untuk perjalanan pasangan, menawarkan aktivitas pantai, laut, sunset, snorkeling, estimasi tiket Rp20.000, durasi kunjungan sekitar 4 jam, aksesibilitas sedang, dan rating 4.1/5.","pantai cacalan pantai surfing pantai, laut, sunset, snorkeling, pasir area parkir, toilet, gazebo, spot foto, warung pantai cacalan adalah destinasi pantai di kecamatan glenmore dengan subkategori surfing. destinasi ini cocok untuk perjalanan pasangan, menawarkan aktivitas pantai, laut, sunset, snorkeling, estimasi tiket rp20.000, durasi kunjungan sekitar 4 jam, aksesibilitas sedang, dan rating 4.1/5. harga_rendah akses_sedang durasi_4_jam cocok_pasangan",249,198,0.7324932517479509
D0019,Pantai Grand Watudodol,Pantai,snorkeling,Tegaldlimo,25000,Rendah,4.8,2.5,Mudah,Teman,"pantai, laut, sunset, snorkeling, pasir","area parkir, toilet, gazebo, spot foto, warung","Pantai Grand Watudodol adalah destinasi Pantai di Kecamatan Tegaldlimo dengan subkategori snorkeling. Destinasi ini cocok untuk perjalanan teman, menawarkan aktivitas pantai, laut, sunset, snorkeling, estimasi tiket Rp25.000, durasi kunjungan sekitar 2.5 jam, aksesibilitas mudah, dan rating 4.8/5.",Pantai Grand Watudodol Pantai snorkeling pantai laut sunset snorkeling pasir area parkir toilet gazebo spot foto warung harga_rendah akses_mudah durasi_2.5_jam cocok_teman,"Pantai Grand Watudodol adalah destinasi Pantai di Kecamatan Tegaldlimo dengan subkategori snorkeling. Destinasi ini cocok untuk perjalanan teman, menawarkan aktivitas pantai, laut, sunset, snorkeling, estimasi tiket Rp25.000, durasi kunjungan sekitar 2.5 jam, aksesibilitas mudah, dan rating 4.8/5.","pantai grand watudodol pantai snorkeling pantai, laut, sunset, snorkeling, pasir area parkir, toilet, gazebo, spot foto, warung pantai grand watudodol adalah destinasi pantai di kecamatan tegaldlimo dengan subkategori snorkeling. destinasi ini cocok untuk perjalanan teman, menawarkan aktivitas pantai, laut, sunset, snorkeling, estimasi tiket rp25.000, durasi kunjungan sekitar 2.5 jam, aksesibilitas mudah, dan rating 4.8/5. harga_rendah akses_mudah durasi_2_jam cocok_teman",207,167,0.5754783203486815
D0020,Pantai Cemara,Pantai,konservasi,Kalipuro,25000,Rendah,4.1,1.0,Sulit,Teman,"pantai, laut, sunset, snorkeling, pasir","area parkir, toilet, gazebo, spot foto, warung","Pantai Cemara adalah destinasi Pantai di Kecamatan Kalipuro dengan subkategori konservasi. Destinasi ini cocok untuk perjalanan teman, menawarkan aktivitas pantai, laut, sunset, snorkeling, estimasi tiket Rp25.000, durasi kunjungan sekitar 1 jam, aksesibilitas sulit, dan rating 4.1/5.",Pantai Cemara Pantai konservasi pantai laut sunset snorkeling pasir area parkir toilet gazebo spot foto warung harga_rendah akses_sulit durasi_1_jam cocok_teman,"Pantai Cemara adalah destinasi Pantai di Kecamatan Kalipuro dengan subkategori konservasi. Destinasi ini cocok untuk perjalanan teman, menawarkan aktivitas pantai, laut, sunset, snorkeling, estimasi tiket Rp25.000, durasi kunjungan sekitar 1 jam, aksesibilitas sulit, dan rating 4.1/5.","pantai cemara pantai konservasi pantai, laut, sunset, snorkeling, pasir area parkir, toilet, gazebo, spot foto, warung pantai cemara adalah destinasi pantai di kecamatan kalipuro dengan subkategori konservasi. destinasi ini cocok untuk perjalanan teman, menawarkan aktivitas pantai, laut, sunset, snorkeling, estimasi tiket rp25.000, durasi kunjungan sekitar 1 jam, aksesibilitas sulit, dan rating 4.1/5. harga_rendah akses_sulit durasi_1_jam cocok_teman",153,67,0.31886849109709453
D0021,Desa Adat Osing Kemiren,Budaya,desa wisata,Glenmore,75000,Sedang,4.6,3.0,Mudah,Solo,"budaya, osing, tradisi, seni, festival","area parkir, toilet, pemandu wisata, pusat informasi","Desa Adat Osing Kemiren adalah destinasi Budaya di Kecamatan Glenmore dengan subkategori desa wisata. Destinasi ini cocok untuk perjalanan solo, menawarkan aktivitas budaya, osing, tradisi, seni, estimasi tiket Rp75.000, durasi kunjungan sekitar 3 jam, aksesibilitas mudah, dan rating 4.6/5.",Desa Adat Osing Kemiren Budaya desa wisata budaya osing tradisi seni festival area parkir toilet pemandu wisata pusat informasi harga_sedang akses_mudah durasi_3_jam cocok_solo,"Desa Adat Osing Kemiren adalah destinasi Budaya di Kecamatan Glenmore dengan subkategori desa wisata. Destinasi ini cocok untuk perjalanan solo, menawarkan aktivitas budaya, osing, tradisi, seni, estimasi tiket Rp75.000, durasi kunjungan sekitar 3 jam, aksesibilitas mudah, dan rating 4.6/5.","desa adat osing kemiren budaya desa wisata budaya, osing, tradisi, seni, festival area parkir, toilet, pemandu wisata, pusat informasi desa adat osing kemiren adalah destinasi budaya di kecamatan glenmore dengan subkategori desa wisata. destinasi ini cocok untuk perjalanan solo, menawarkan aktivitas budaya, osing, tradisi, seni, estimasi tiket rp75.000, durasi kunjungan sekitar 3 jam, aksesibilitas mudah, dan rating 4.6/5. harga_sedang akses_mudah durasi_3_jam cocok_solo",200,131,0.5462534608873297
D0022,Taman Gandrung Terakota,Budaya,seni,Banyuwangi,25000,Rendah,4.5,3.0,Sulit,Keluarga,"budaya, osing, tradisi, seni, festival","area parkir, toilet, pemandu wisata, pusat informasi","Taman Gandrung Terakota adalah destinasi Budaya di Kecamatan Banyuwangi dengan subkategori seni. Destinasi ini cocok untuk perjalanan keluarga, menawarkan aktivitas budaya, osing, tradisi, seni, estimasi tiket Rp25.000, durasi kunjungan sekitar 3 jam, aksesibilitas sulit, dan rating 4.5/5.",Taman Gandrung Terakota Budaya seni budaya osing tradisi seni festival area parkir toilet pemandu wisata pusat informasi harga_rendah akses_sulit durasi_3_jam cocok_keluarga,"Taman Gandrung Terakota adalah destinasi Budaya di Kecamatan Banyuwangi dengan subkategori seni. Destinasi ini cocok untuk perjalanan keluarga, menawarkan aktivitas budaya, osing, tradisi, seni, estimasi tiket Rp25.000, durasi kunjungan sekitar 3 jam, aksesibilitas sulit, dan rating 4.5/5.","taman gandrung terakota budaya seni budaya, osing, tradisi, seni, festival area parkir, toilet, pemandu wisata, pusat informasi taman gandrung terakota adalah destinasi budaya di kecamatan banyuwangi dengan subkategori seni. destinasi ini cocok untuk perjalanan keluarga, menawarkan aktivitas budaya, osing, tradisi, seni, estimasi tiket rp25.000, durasi kunjungan sekitar 3 jam, aksesibilitas sulit, dan rating 4.5/5. harga_rendah akses_sulit durasi_3_jam cocok_keluarga",190,148,0.5026878851628706
D0023,Sanggar Genjah Arum,Budaya,festival,Banyuwangi,50000,Sedang,4.8,5.0,Mudah,Pasangan,"budaya, osing, tradisi, seni, festival","area parkir, toilet, pemandu wisata, pusat informasi","Sanggar Genjah Arum adalah destinasi Budaya di Kecamatan Banyuwangi dengan subkategori festival. Destinasi ini cocok untuk perjalanan pasangan, menawarkan aktivitas budaya, osing, tradisi, seni, estimasi tiket Rp50.000, durasi kunjungan sekitar 5 jam, aksesibilitas mudah, dan rating 4.8/5.",Sanggar Genjah Arum Budaya festival budaya osing tradisi seni festival area parkir toilet pemandu wisata pusat informasi harga_sedang akses_mudah durasi_5_jam cocok_pasangan,"Sanggar Genjah Arum adalah destinasi Budaya di Kecamatan Banyuwangi dengan subkategori festival. Destinasi ini cocok untuk perjalanan pasangan, menawarkan aktivitas budaya, osing, tradisi, seni, estimasi tiket Rp50.000, durasi kunjungan sekitar 5 jam, aksesibilitas mudah, dan rating 4.8/5.","sanggar genjah arum budaya festival budaya, osing, tradisi, seni, festival area parkir, toilet, pemandu wisata, pusat informasi sanggar genjah arum adalah destinasi budaya di kecamatan banyuwangi dengan subkategori festival. destinasi ini cocok untuk perjalanan pasangan, menawarkan aktivitas budaya, osing, tradisi, seni, estimasi tiket rp50.000, durasi kunjungan sekitar 5 jam, aksesibilitas mudah, dan rating 4.8/5. harga_sedang akses_mudah durasi_5_jam cocok_pasangan",257,138,0.7593836645805768
D0024,Rumah Budaya Osing,Budaya,kampung adat,Tegaldlimo,20000,Rendah,4.4,2.5,Mudah,Pasangan,"budaya, osing, tradisi, seni, festival","area parkir, toilet, pemandu wisata, pusat informasi","Rumah Budaya Osing adalah destinasi Budaya di Kecamatan Tegaldlimo dengan subkategori kampung adat. Destinasi ini cocok untuk perjalanan pasangan, menawarkan aktivitas budaya, osing, tradisi, seni, estimasi tiket Rp20.000, durasi kunjungan sekitar 2.5 jam, aksesibilitas mudah, dan rating 4.4/5.",Rumah Budaya Osing Budaya kampung adat budaya osing tradisi seni festival area parkir toilet pemandu wisata pusat informasi harga_rendah akses_mudah durasi_2.5_jam cocok_pasangan,"Rumah Budaya Osing adalah destinasi Budaya di Kecamatan Tegaldlimo dengan subkategori kampung adat. Destinasi ini cocok untuk perjalanan pasangan, menawarkan aktivitas budaya, osing, tradisi, seni, estimasi tiket Rp20.000, durasi kunjungan sekitar 2.5 jam, aksesibilitas mudah, dan rating 4.4/5.","rumah budaya osing budaya kampung adat budaya, osing, tradisi, seni, festival area parkir, toilet, pemandu wisata, pusat informasi rumah budaya osing adalah destinasi budaya di kecamatan tegaldlimo dengan subkategori kampung adat. destinasi ini cocok untuk perjalanan pasangan, menawarkan aktivitas budaya, osing, tradisi, seni, estimasi tiket rp20.000, durasi kunjungan sekitar 2.5 jam, aksesibilitas mudah, dan rating 4.4/5. harga_rendah akses_mudah durasi_2_jam cocok_pasangan",203,154,0.558901099981463
D0025,Kampung Batara,Budaya,galeri,Tegaldlimo,75000,Sedang,4.2,1.0,Sulit,Pasangan,"budaya, osing, tradisi, seni, festival","area parkir, toilet, pemandu wisata, pusat informasi","Kampung Batara adalah destinasi Budaya di Kecamatan Tegaldlimo dengan subkategori galeri. Destinasi ini cocok untuk perjalanan pasangan, menawarkan aktivitas budaya, osing, tradisi, seni, estimasi tiket Rp75.000, durasi kunjungan sekitar 1 jam, aksesibilitas sulit, dan rating 4.2/5.",Kampung Batara Budaya galeri budaya osing tradisi seni festival area parkir toilet pemandu wisata pusat informasi harga_sedang akses_sulit durasi_1_jam cocok_pasangan,"Kampung Batara adalah destinasi Budaya di Kecamatan Tegaldlimo dengan subkategori galeri. Destinasi ini cocok untuk perjalanan pasangan, menawarkan aktivitas budaya, osing, tradisi, seni, estimasi tiket Rp75.000, durasi kunjungan sekitar 1 jam, aksesibilitas sulit, dan rating 4.2/5.","kampung batara budaya galeri budaya, osing, tradisi, seni, festival area parkir, toilet, pemandu wisata, pusat informasi kampung batara adalah destinasi budaya di kecamatan tegaldlimo dengan subkategori galeri. destinasi ini cocok untuk perjalanan pasangan, menawarkan aktivitas budaya, osing, tradisi, seni, estimasi tiket rp75.000, durasi kunjungan sekitar 1 jam, aksesibilitas sulit, dan rating 4.2/5. harga_sedang akses_sulit durasi_1_jam cocok_pasangan",291,38,0.8650667909322122
D0026,Festival Gandrung Sewu,Budaya,desa wisata,Tegaldlimo,30000,Sedang,4.2,2.0,Sedang,Komunitas,"budaya, osing, tradisi, seni, festival","area parkir, toilet, pemandu wisata, pusat informasi","Festival Gandrung Sewu adalah destinasi Budaya di Kecamatan Tegaldlimo dengan subkategori desa wisata. Destinasi ini cocok untuk perjalanan komunitas, menawarkan aktivitas budaya, osing, tradisi, seni, estimasi tiket Rp30.000, durasi kunjungan sekitar 2 jam, aksesibilitas sedang, dan rating 4.2/5.",Festival Gandrung Sewu Budaya desa wisata budaya osing tradisi seni festival area parkir toilet pemandu wisata pusat informasi harga_sedang akses_sedang durasi_2_jam cocok_komunitas,"Festival Gandrung Sewu adalah destinasi Budaya di Kecamatan Tegaldlimo dengan subkategori desa wisata. Destinasi ini cocok untuk perjalanan komunitas, menawarkan aktivitas budaya, osing, tradisi, seni, estimasi tiket Rp30.000, durasi kunjungan sekitar 2 jam, aksesibilitas sedang, dan rating 4.2/5.","festival gandrung sewu budaya desa wisata budaya, osing, tradisi, seni, festival area parkir, toilet, pemandu wisata, pusat informasi festival gandrung sewu adalah destinasi budaya di kecamatan tegaldlimo dengan subkategori desa wisata. destinasi ini cocok untuk perjalanan komunitas, menawarkan aktivitas budaya, osing, tradisi, seni, estimasi tiket rp30.000, durasi kunjungan sekitar 2 jam, aksesibilitas sedang, dan rating 4.2/5. harga_sedang akses_sedang durasi_2_jam cocok_komunitas",246,65,0.7221868888554197
D0027,Barong Ider Bumi,Budaya,seni,Rogojampi,10000,Rendah,4.5,2.5,Mudah,Pasangan,"budaya, osing, tradisi, seni, festival","area parkir, toilet, pemandu wisata, pusat informasi","Barong Ider Bumi adalah destinasi Budaya di Kecamatan Rogojampi dengan subkategori seni. Destinasi ini cocok untuk perjalanan pasangan, menawarkan aktivitas budaya, osing, tradisi, seni, estimasi tiket Rp10.000, durasi kunjungan sekitar 2.5 jam, aksesibilitas mudah, dan rating 4.5/5.",Barong Ider Bumi Budaya seni budaya osing tradisi seni festival area parkir toilet pemandu wisata pusat informasi harga_rendah akses_mudah durasi_2.5_jam cocok_pasangan,"Barong Ider Bumi adalah destinasi Budaya di Kecamatan Rogojampi dengan subkategori seni. Destinasi ini cocok untuk perjalanan pasangan, menawarkan aktivitas budaya, osing, tradisi, seni, estimasi tiket Rp10.000, durasi kunjungan sekitar 2.5 jam, aksesibilitas mudah, dan rating 4.5/5.","barong ider bumi budaya seni budaya, osing, tradisi, seni, festival area parkir, toilet, pemandu wisata, pusat informasi barong ider bumi adalah destinasi budaya di kecamatan rogojampi dengan subkategori seni. destinasi ini cocok untuk perjalanan pasangan, menawarkan aktivitas budaya, osing, tradisi, seni, estimasi tiket rp10.000, durasi kunjungan sekitar 2.5 jam, aksesibilitas mudah, dan rating 4.5/5. harga_rendah akses_mudah durasi_2_jam cocok_pasangan",182,157,0.4661603872823236
D0028,Desa Wisata Tamansari,Budaya,festival,Glagah,15000,Rendah,4.1,3.0,Sulit,Keluarga,"budaya, osing, tradisi, seni, festival","area parkir, toilet, pemandu wisata, pusat informasi","Desa Wisata Tamansari adalah destinasi Budaya di Kecamatan Glagah dengan subkategori festival. Destinasi ini cocok untuk perjalanan keluarga, menawarkan aktivitas budaya, osing, tradisi, seni, estimasi tiket Rp15.000, durasi kunjungan sekitar 3 jam, aksesibilitas sulit, dan rating 4.1/5.",Desa Wisata Tamansari Budaya festival budaya osing tradisi seni festival area parkir toilet pemandu wisata pusat informasi harga_rendah akses_sulit durasi_3_jam cocok_keluarga,"Desa Wisata Tamansari adalah destinasi Budaya di Kecamatan Glagah dengan subkategori festival. Destinasi ini cocok untuk perjalanan keluarga, menawarkan aktivitas budaya, osing, tradisi, seni, estimasi tiket Rp15.000, durasi kunjungan sekitar 3 jam, aksesibilitas sulit, dan rating 4.1/5.","desa wisata tamansari budaya festival budaya, osing, tradisi, seni, festival area parkir, toilet, pemandu wisata, pusat informasi desa wisata tamansari adalah destinasi budaya di kecamatan glagah dengan subkategori festival. destinasi ini cocok untuk perjalanan keluarga, menawarkan aktivitas budaya, osing, tradisi, seni, estimasi tiket rp15.000, durasi kunjungan sekitar 3 jam, aksesibilitas sulit, dan rating 4.1/5. harga_rendah akses_sulit durasi_3_jam cocok_keluarga",158,130,0.34614557262701784
D0029,Kampung Kopi Gombengsari,Budaya,kampung adat,Kalipuro,75000,Sedang,4.1,5.0,Sedang,Teman,"budaya, osing, tradisi, seni, festival","area parkir, toilet, pemandu wisata, pusat informasi","Kampung Kopi Gombengsari adalah destinasi Budaya di Kecamatan Kalipuro dengan subkategori kampung adat. Destinasi ini cocok untuk perjalanan teman, menawarkan aktivitas budaya, osing, tradisi, seni, estimasi tiket Rp75.000, durasi kunjungan sekitar 5 jam, aksesibilitas sedang, dan rating 4.1/5.",Kampung Kopi Gombengsari Budaya kampung adat budaya osing tradisi seni festival area parkir toilet pemandu wisata pusat informasi harga_sedang akses_sedang durasi_5_jam cocok_teman,"Kampung Kopi Gombengsari adalah destinasi Budaya di Kecamatan Kalipuro dengan subkategori kampung adat. Destinasi ini cocok untuk perjalanan teman, menawarkan aktivitas budaya, osing, tradisi, seni, estimasi tiket Rp75.000, durasi kunjungan sekitar 5 jam, aksesibilitas sedang, dan rating 4.1/5.","kampung kopi gombengsari budaya kampung adat budaya, osing, tradisi, seni, festival area parkir, toilet, pemandu wisata, pusat informasi kampung kopi gombengsari adalah destinasi budaya di kecamatan kalipuro dengan subkategori kampung adat. destinasi ini cocok untuk perjalanan teman, menawarkan aktivitas budaya, osing, tradisi, seni, estimasi tiket rp75.000, durasi kunjungan sekitar 5 jam, aksesibilitas sedang, dan rating 4.1/5. harga_sedang akses_sedang durasi_5_jam cocok_teman",231,126,0.6687017585479644
